HS[110.262286], V, HS[110.262286], BB[0.468857], 1.406571, 220.993429
HS[110.645524], V, HS[110.645524], BB[0.477238], 1.431714, 221.768286
HS[111.028528], V, HS[111.028528], BB[0.485736], 1.457208, 222.542792
HS[111.411295], V, HS[111.411295], BB[0.494352], 1.483057, 223.316943
HS[111.793824], V, HS[111.793824], BB[0.503088], 1.509264, 224.090736
HS[112.176111], V, HS[112.176111], BB[0.511944], 1.535833, 224.864167
HS[112.558155], V, HS[112.558155], BB[0.520923], 1.562768, 225.637232
HS[112.939953], V, HS[112.939953], BB[0.530024], 1.590071, 226.409929
HS[113.321502], V, HS[113.321502], BB[0.539249], 1.617746, 227.182254
HS[113.702802], V, HS[113.702802], BB[0.548599], 1.645798, 227.954202
HS[114.083848], V, HS[114.083848], BB[0.558076], 1.674228, 228.725772
HS[114.464638], V, HS[114.464639], BB[0.567681], 1.703042, 229.496958
HS[114.845172], V, HS[114.845172], BB[0.577414], 1.732243, 230.267757
HS[115.225444], V, HS[115.225444], BB[0.587278], 1.761833, 231.038167
HS[115.605455], V, HS[115.605455], BB[0.597273], 1.791818, 231.808182
HS[115.985200], V, HS[115.985200], BB[0.607400], 1.822200, 232.577800
HS[116.364678], V, HS[116.364678], BB[0.617661], 1.852983, 233.347017
HS[116.743886], V, HS[116.743886], BB[0.628057], 1.884171, 234.115829
HS[117.122821], V, HS[117.122821], BB[0.638589], 1.915768, 234.884232
HS[117.501482], V, HS[117.501482], BB[0.649259], 1.947777, 235.652223
HS[117.879865], V, HS[117.879865], BB[0.660067], 1.980202, 236.419798
HS[118.257969], V, HS[118.257969], BB[0.671015], 2.013046, 237.186954
HS[118.635791], V, HS[118.635791], BB[0.682105], 2.046314, 237.953686
HS[119.013327], V, HS[119.013327], BB[0.693336], 2.080009, 238.719991
HS[119.390576], V, HS[119.390576], BB[0.704712], 2.114135, 239.485865
HS[119.767536], V, HS[119.767536], BB[0.716232], 2.148696, 240.251304
HS[120.144203], V, HS[120.144203], BB[0.727899], 2.183696, 241.016304
HS[120.520575], V, HS[120.520575], BB[0.739713], 2.219138, 241.780862
HS[120.896650], V, HS[120.896650], BB[0.751675], 2.255026, 242.544974
HS[121.272424], V, HS[121.272424], BB[0.763788], 2.291364, 243.308636
HS[121.647896], V, HS[121.647896], BB[0.776052], 2.328155, 244.071845
HS[122.023063], V, HS[122.023063], BB[0.788468], 2.365405, 244.834595
HS[122.397922], V, HS[122.397922], BB[0.801039], 2.403117, 245.596883
HS[122.772471], V, HS[122.772471], BB[0.813764], 2.441293, 246.358707
HS[123.146707], V, HS[123.146707], BB[0.826647], 2.479940, 247.120060
HS[123.520627], V, HS[123.520627], BB[0.839686], 2.519059, 247.880941
HS[123.894229], V, HS[123.894229], BB[0.852885], 2.558656, 248.641344
HS[124.267510], V, HS[124.267510], BB[0.866245], 2.598735, 249.401265
HS[124.640468], V, HS[124.640468], BB[0.879766], 2.639298, 250.160702
HS[125.013100], V, HS[125.013100], BB[0.893450], 2.680351, 250.919649
HS[125.385402], V, HS[125.385402], BB[0.907299], 2.721896, 251.678104
HS[125.757374], V, HS[125.757374], BB[0.921313], 2.763939, 252.436061
HS[126.129011], V, HS[126.129011], BB[0.935494], 2.806483, 253.193517
HS[126.500312], V, HS[126.500312], BB[0.949844], 2.849532, 253.950468
HS[126.871273], V, HS[126.871273], BB[0.964364], 2.893091, 254.706909
HS[127.241892], V, HS[127.241892], BB[0.979054], 2.937162, 255.462838
HS[127.612166], V, HS[127.612166], BB[0.993917], 2.981751, 256.218249
HS[127.982093], V, HS[127.982093], BB[1.008954], 3.026861, 256.973139
HS[128.351669], V, HS[128.351669], BB[1.024165], 3.072496, 257.727504
HS[128.720893], V, HS[128.720893], BB[1.039554], 3.118661, 258.481339
HS[129.089761], V, HS[129.089761], BB[1.055120], 3.165359, 259.234641
HS[129.458270], V, HS[129.458270], BB[1.070865], 3.212595, 259.987405
HS[129.826418], V, HS[129.826418], BB[1.086791], 3.260372, 260.739628
HS[130.194203], V, HS[130.194203], BB[1.102899], 3.308696, 261.491304
HS[130.561621], V, HS[130.561621], BB[1.119190], 3.357569, 262.242431
HS[130.928669], V, HS[130.928669], BB[1.135665], 3.406996, 262.993004
HS[131.295346], V, HS[131.295346], BB[1.152327], 3.456982, 263.743018
HS[131.661647], V, HS[131.661647], BB[1.169176], 3.507529, 264.492471
HS[132.027571], V, HS[132.027571], BB[1.186215], 3.558644, 265.241356
HS[132.393114], V, HS[132.393114], BB[1.203443], 3.610328, 265.989672
HS[132.758275], V, HS[132.758275], BB[1.220863], 3.662588, 266.737412
HS[133.123049], V, HS[133.123049], BB[1.238475], 3.715426, 267.484574
HS[133.487435], V, HS[133.487435], BB[1.256283], 3.768848, 268.231152
HS[133.851429], V, HS[133.851429], BB[1.274286], 3.822857, 268.977143
HS[134.215028], V, HS[134.215028], BB[1.292486], 3.877458, 269.722542
HS[134.578231], V, HS[134.578231], BB[1.310885], 3.932654, 270.467346
HS[134.941033], V, HS[134.941033], BB[1.329483], 3.988450, 271.211550
HS[135.303433], V, HS[135.303433], BB[1.348283], 4.044850, 271.955150
HS[135.665428], V, HS[135.665428], BB[1.367286], 4.101858, 272.698142
HS[136.027014], V, HS[136.027014], BB[1.386493], 4.159479, 273.440521
HS[136.388188], V, HS[136.388188], BB[1.405906], 4.217717, 274.182283
HS[136.748949], V, HS[136.748949], BB[1.425525], 4.276576, 274.923424
HS[137.109293], V, HS[137.109293], BB[1.445353], 4.336060, 275.663940
HS[137.469218], V, HS[137.469218], BB[1.465391], 4.396174, 276.403826
HS[137.828719], V, HS[137.828719], BB[1.485640], 4.456921, 277.143079
HS[138.187796], V, HS[138.187796], BB[1.506102], 4.518306, 277.881694
HS[138.546445], V, HS[138.546445], BB[1.526778], 4.580333, 278.619667
HS[138.904662], V, HS[138.904662], BB[1.547669], 4.643007, 279.356993
HS[139.262446], V, HS[139.262446], BB[1.568777], 4.706331, 280.093669
HS[139.619793], V, HS[139.619793], BB[1.590104], 4.770311, 280.829689
HS[139.976700], V, HS[139.976700], BB[1.611650], 4.834950, 281.565050
HS[140.333166], V, HS[140.333166], BB[1.633417], 4.900252, 282.299748
HS[140.689186], V, HS[140.689186], BB[1.655407], 4.966222, 283.033778
HS[141.044758], V, HS[141.044758], BB[1.677621], 5.032863, 283.767137
HS[141.399879], V, HS[141.399879], BB[1.700061], 5.100182, 284.499818
HS[141.754547], V, HS[141.754547], BB[1.722727], 5.168180, 285.231820
HS[142.108758], V, HS[142.108758], BB[1.745621], 5.236864, 285.963136
HS[142.462509], V, HS[142.462509], BB[1.768745], 5.306236, 286.693764
HS[142.815799], V, HS[142.815799], BB[1.792101], 5.376302, 287.423698
HS[143.168623], V, HS[143.168623], BB[1.815689], 5.447066, 288.152934
